ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
8b865720-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish," Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2018-03-12,,,,,Listed building,Government of Jersey,CL0010,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"The Glen, La Grande Route de la Côte",,0200010,GEOMETRYCOLLECTION (POINT (-2.043623 49.168204)),,The Glen,
507c3fc0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  White, J. 2018. What's Your Street's Story?: Ouaisne. [Unpublished talk]",,,2019-07-25,,,,,Listed building,Government of Jersey,BR0144,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"The Panorama, La Rue du Crocquet",,0100144,GEOMETRYCOLLECTION (POINT (-2.169869 49.189171)),,The Panorama,
508416f0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. Hawkes, J. 1937. The Archaeology of the Channel Islands, Vol. 2 The Bailiwick of Jersey. Société Jersiaise, Jersey.",,,2019-07-26,,,,,Listed place,Government of Jersey,BR0363,,1. Government of Jersey 2. Société Jersiaise 3. Jersey Heritage Archaeology collection,,"1. Listing photographs, Historic Environment Resurvey 2. Fieldwalking cards, Sites and Monuments Database 3. Artefacts (sample of collection: A/0000608-610, A/0002034-47, A/0010193)",,,"La Pulente Arefact Scatter Area, La Route de la Pulente",,0100363,GEOMETRYCOLLECTION (POINT (-2.229733 49.188728)),,La Pulente Arefact Scatter Area,
04c44440-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-01,,,,,Listed building,Government of Jersey,HE1104,,1. Government of Jersey 2. Société Jersiaise Photographic Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (SJPA/001730)",,,"Petit Chateau de la Mer & Chateau de la Mer, Le Havre des Pas",,0401104,GEOMETRYCOLLECTION (POINT (-2.098656 49.17727)),,Petit Chateau de la Mer & Chateau de la Mer,
f17432a0-1168-0138-9141-740f24312a1c,Postal Address,St. Mary,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  ",,,2020-12-03,,,,,Listed building,Government of Jersey,MY0070,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"The Cottage, La Rue du Rondin",,0800070,GEOMETRYCOLLECTION (POINT (-2.184351 49.24095)),,The Cottage,
252a9360-1e98-0138-8d76-740f24312a1c,,St. Saviour,Parish,,,,2019-04-24,,,,,,,,,1. Jersey Heritage Archaeology collection,,1. Axe (A/0006137),,,,,1100365,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),,Axe,
0bf4be90-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Coutanche, H., Coutanche, S., Le Feuvre, S. 1999. St Lawrence Jersey. A Celebration of our Parish. The Parish of St Lawrence, Jersey.  Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 05.06.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. ",,,2018-06-29,,,,,Listed building,Government of Jersey,LA0094,,1. Société Jersiaise 2. Jersey Archive 3. Government of Jersey,,"1. Sites and Monuments Database 2. Plans (L/A/06/A/33) 3. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Little Grove, La Rue de Haut",,0600094,GEOMETRYCOLLECTION (POINT (-2.148055 49.201716)),,Little Grove,
04da5180-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-11-04,,,,,Listed building,Government of Jersey,HE1904,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"Regada, Tower Road",,0401904,GEOMETRYCOLLECTION (POINT (-2.125064 49.194444)),,Regada,
04a79160-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2019-08-23,,,,,Listed building,Government of Jersey,HE0301,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",Richmond Map,,"Medieval Jetty Bracket, King Street",,0400301,GEOMETRYCOLLECTION (POINT (-2.108454 49.184842)),,Medieval Jetty Bracket,
04a75fb0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-20,,,,,Listed building,Government of Jersey,HE0295,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"41-43, King Street",,0400295,GEOMETRYCOLLECTION (POINT (-2.106908 49.184369)),,41-43,
04a74bd0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-20,,,,,Listed building,Government of Jersey,HE0293,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"55, King Street",,0400293,GEOMETRYCOLLECTION (POINT (-2.107562 49.184501)),,55,
46afed00-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018)  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-03-23,,,,,Listed building,Government of Jersey,JN0197,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Le Carrefour, La Route de St. Jean",,0500197,GEOMETRYCOLLECTION (POINT (-2.143364 49.245464)),,Le Carrefour,
84f6a8b0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-08-02,,,,,Listed building,Government of Jersey,GR0045,,1. Government of Jersey 2. Jersey Archive 3. Société Jersiaise Photographic Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (D/AL/A1/1549, D/AL/A2/9, D/AL/A4/1902, D/AL/A4/1977) 3. Photographs (SJPA/005772, SJPA/009087)",Coastal Fortification,,"Grouville Arsenal, La Rue à Don",,0300045,GEOMETRYCOLLECTION (POINT (-2.059475 49.181957)),,Grouville Arsenal,
064a9470-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Bates, M., Bates, R., Pope, M., Scott, B. & Shaw, A. 2015. Petit Portelet, Gorey. Fieldwork Report and Archaeological Assessment 2015. [Unpublished report] Bates, M., Bates, R., Pope, M., Scott, B. & Shaw, A. 2016. Petit Portelet, Mont Orgueil, St Martin. Project Design 2016. [Draft report] Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester.  Cornwall, I. & Johnston, D.E. 1984. An Introduction to the Archaeology of Jersey. Société Jersiase, Jersey. Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. Lawson, H.S. 1914. Notes on the Low Level Raised Reach at Portelet Ray. Bulletin Annuel de la Société Jersiaise, 7, 456-457. Rybot, N.V.L. 1942. The Watson Collection of Prehistoric Relics. Bulletin Annuel de la Société Jersiaise, 14, 105-110. Scott, B., Bates, M., Bates, C., Shaw, A., Pope, M., Duffy, S. & Ravon, A.-L. 2016. Lost landscapes of La Manche: intertidal Pleistocene sites in Jersey.  PalMeso 2016, British Museum, London. Waterhouse, R. & Renouf, J. 2015. A Pleistocene gully below Mont Orgueil Castle with Palaeolithic artefacts. Annual Bulletin of the Société Jersiaise, 31, 462-477. Zeuner, F.E. 1945. The Pleistocene Period. Ray Society, London. ",,,2020-07-06,,,,/files/uploadedfiles/Ice_Age_Island_Report_2015_FINAL_ZIfUyTn.pdf,Listed place,Government of Jersey,MN181,,1. Société Jersiaise Photographic Archive 2. Jersey Heritage Social History collection,,"1. Photographs (SJPA//006030, SJPA/006034, SJPA/019750-1, SJPA/033472, SJPA/0037150), Postcards (SJPA/061052, SJPA/061081) 2. Postcard (JERSM/2004/00087/318)",Palaeolithic,,"Le Petit Portelet, La Route de la Côte",,0700337,GEOMETRYCOLLECTION (POINT (-2.018264 49.200778)),,Le Petit Portelet,
2990ea40-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 12.03.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed.Phillimore, London.",,,2020-02-04,,,,,Listed building,Government of Jersey,SA0169,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",Richmond Map,,"La Fosse a l'Ecrivain, La Fosse à L'Ecrivain",,1100169,GEOMETRYCOLLECTION (POINT (-2.073955 49.206461)),,La Fosse a l'Ecrivain,
fcb0c600-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research]",,,2018-12-20,,,,,,,,,1. Jersey Archive,,"1. Plans (L/A/06/A/190, L/A/06/A/380), Correspondence (L/A/06/D/414)",Place of Worship,,"Spring Valley Farm , La Rue du Creux Baillot",,0900331,GEOMETRYCOLLECTION (POINT (-2.196683 49.235692)),,Spring Valley Farm ,
b38bc810-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,,,,2019-10-25,,,,,Listed building,Government of Jersey,TR0092,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Coastal Fortification,,"Rocher Brulé Guardhouse, Les Vielles Charrieres",,1200092,GEOMETRYCOLLECTION (POINT (-2.085104 49.236921)),,Rocher Brulé Guardhouse,
04a66740-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-08-20,,,,,,,,,1. Government of Jersey,,1. Historic Environment Resurvey,,,"21, Gloucester Street",,0400223,GEOMETRYCOLLECTION (POINT (-2.112489 49.186753)),,21,
04b8e790-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.   Wedgwood, W. & Mourant, A.E. 1954. The megalithic structures at the Jersey Gasworks. Bulletin Annuel de la Société Jersiaise, 16, 158-160. ",,,2019-11-26,,,,,Listed place,Government of Jersey,HE0784/HE1857,,1. Government of Jersey 2. Jersey Heritage Archaeology collection 3. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Artefacts (A/0004585-4602, A/0458/) 3. Sites and Monuments Database",Megalithic,,"Le Dolmen du Pre des Lumieres, L'Avenue et Dolmen du Pre des Lumieres",,0400784,GEOMETRYCOLLECTION (POINT (-2.108577 49.190079)),,Le Dolmen du Pre des Lumieres,
049e17c0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-19,,,,,Listed building,Government of Jersey,HE0052,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Letter (L/A/06/F/40)",,,"2, Bond Street",,0400052,GEOMETRYCOLLECTION (POINT (-2.107161 49.183178)),,2,
46aee310-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,2018-03-23,,,,,Listed building,Government of Jersey,JN0168,,1. Jersey Archive 2. Government of Jersey,,"1. Treasure Survey (L/A/06/H/3) 2. Listing photographs, Historic Environment Resurvey",,,"Milestone '6', La Route de St. Jean",,0500168,GEOMETRYCOLLECTION (POINT (-2.148845 49.244246)),,Milestone '6',
0bfc4df0-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Stevens, C. 1977. Windmills, Water-Mills and Streams of Jersey. [Unpublished research] ",,,2020-03-07,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,Mill,,"Site of Moulin de Dannemarche, Le Chemin des Moulin",,0600271,GEOMETRYCOLLECTION (POINT (-2.134112 49.214916)),,Site of Moulin de Dannemarche,
8500fec0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey. Aubin, C. N. 1990. The Molendinary System of Queen's Valley. The Documentary Record. Bulletin Annuel de la Société Jersiaise, 25, 297-307. Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. Stevens, C. 1977. Windmills, Water-Mills and Streams of Jersey. [Unpublished research] Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. Stuart-Williams, H. 1990. Archaeological Excavation of Le Blanc Moulin, Queen's Valley, Jersey. Bulletin Annuel de la Société Jersiaise, 25, 273-296.",,,2020-12-02,,,,,,,,,1. Société Jersiaise 2. Jersey Heritage Archaeology collection,,1. Sites and Monuments Database 2. Artefacts (A/0007249-85),Mill,,"Site of Le Blanc Moulin, Queen's Valley Reservoir",,0300310,GEOMETRYCOLLECTION (POINT (-2.046973 49.194971)),,Site of Le Blanc Moulin,
29992050-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Dixon, G. 1996. La Chasse, Maufant. An example of Jersey's vanishing heritage. Annual Bulletin of the Société Jersiaise, 26, 566-573. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.03.2018) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2020-02-04,,,,,,,,,1. Société Jersiaise Photographic Archive 2. Société Jersiaise,,"1. Photographs (SJPA/007888-9, SJPA?008846-49) 2. Sites and Monuments Database",,,"Site of La Chasse, La Clos de la Chasse",,1100310,GEOMETRYCOLLECTION (POINT (-2.077315 49.213003)),,Site of La Chasse,
fca63c10-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-18,,,,,Listed building,Government of Jersey,OU0103,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"La Robeline Farm, La Rue des Bonne Femmes",,0900103,GEOMETRYCOLLECTION (POINT (-2.224133 49.238214)),,La Robeline Farm,
b38c3e20-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Gibb, M., and Molyneux N. 1999. Post-Reformation Churches and Chapels in Jersey. [Unpublished report] Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. 2008. Methodist Chapels in Jersey: History and Context. Jersey Heritage Trust, Jersey.  Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey. The Architectural History Practice Ltd. 2007. Report on Ebenezer Methodist Chapel. [Unpublished report]",,,2018-05-18,,,,,Listed building,Government of Jersey,TR0139,,1. Société Jersiaise 2. Government of Jersey,,"1. Sites and Monuments Database 2. Listing photographs, Historic Environment Resurvey",Place of Worship,,"Ebenezer Methodist Chapel , La Route d'Ebenezer",,1200139,GEOMETRYCOLLECTION (POINT (-2.099448 49.23824)),,Ebenezer Methodist Chapel ,
04de1da0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Bellis, R. & Cable, C.A. 1884. Mont Cochon cromlech. Bulletin Annuel de la Société Jersiaise, 1, 422-435. Hawkes, J. 1937. The Archaeology of the Channel Islands, Vol. 2 The Bailiwick of Jersey. Société Jersiaise, Jersey. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Langlois, P. 1879. Découverte d'un menhir au Mont Cochon. Bulletin Annuel de la Société Jersiaise, 1, 146-148. Percival, J. 2008. Prehistoric Jersey. Retrieved from www.prehistoricjersey.net (Date Accessed: 14.11.2019) Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2019-11-26,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,Megalithic,,"Site of Mont Cochon Menhir, Pied du Côtil",,0400624,GEOMETRYCOLLECTION (POINT (-2.126684 49.197087)),,Site of Mont Cochon Menhir,
8b8c6e20-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish,"Bonsor, N.R.P. 1969. The Jersey Railway. Oakwood Press, Usk. Bonsor, N.R.P. 1977. The Jersey Eastern Railway and the German Occupation Lines in Jersey. Oakwood Press, Usk.  Burt, R.G. 1961. The Old Jersey Railways. Annual Bulletin of the Société Jersiaise, 18, 91-100. Catford, N. 2010. Disused Stations. Closed Railway Stations in the UK. Retrieved from http://www.disused-stations.org.uk/ (Date Accessed: 12.01.2018) Paye, P. 2007. The Jersey Eastern Railway. Oakwood Press, Usk. ",Image from http://www.disused-stations.org.uk/ (Jim Lake Collection),,2018-03-12,,,,,,,,,,,,"Railway,Coastal Fortification",,Site of Le Bourg Railway Station ,,0200155,GEOMETRYCOLLECTION (POINT (-2.043477 49.167886)),,Site of Le Bourg Railway Station ,
0640b770-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,,,,2019-05-30,,,,,Listed building,Government of Jersey,MN0096,,1. Government of Jersey 2. Société Jersiaise Photographic Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (SJPA/011016)",,,"Clair Val, La Grande Route de Faldouet",,0700096,GEOMETRYCOLLECTION (POINT (-2.040397 49.212842)),,Clair Val,
8b875950-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2018-03-12,,,,,Listed building,Government of Jersey,CL0032,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Lowlands, La Rue de Samarès",,0200032,GEOMETRYCOLLECTION (POINT (-2.07351 49.168782)),,Lowlands,
0bf3d920-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2018-06-29,,,,,Listed building,Government of Jersey,LA0068,,1. Jersey Archive 2. Government of Jersey,,"1. Plans (L/A/06/A/294)  2. Listing photographs, Historic Environment Resurvey",,,"Walnut Farm, La Rue de la Ville au Bas",,0600068,GEOMETRYCOLLECTION (POINT (-2.157051 49.2139)),,Walnut Farm,
46ae4a20-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-03-22,,,,,Listed building,Government of Jersey,JN0154,,1. Jersey Archive 2. Government of Jersey,,"1. Treasure Survey (L/A/06/H/3) 2. Listing photographs, Historic Environment Resurvey",Richmond Map,,"La Girette, La Rue de la Mare des Prés",,0500154,GEOMETRYCOLLECTION (POINT (-2.12273 49.246393)),,La Girette,
