ResourceID,Administrative Subdivision Type,External Identifier Type,End Date of Existence,Place Description,End Date Type,Description Type,Place Address,Activity Type,Spatial Coordinates Geometry,Address Type,Keyword,Name Type,Administrative Subdivision Name,Description,To Date,Start Date Type,Name,Primary Reference Number,From Date,Geometry Qualifier,Start Date of Existence,External Source,External XRef,Cadastral Reference
2ef09950-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Brockleigh, La Rue de l'Église",,GEOMETRYCOLLECTION (POINT (-2.183577 49.212826)),Postal Address,,,St. Peter,,,,Brockleigh,1000184,,,,Government of Jersey,PE0184,
045dd5f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"St Mark's Crescent, St Mark's Road",,GEOMETRYCOLLECTION (POINT (-2.101746 49.19036)),Postal Address,,,St. Helier,,,,St Mark's Crescent,0400695,,,,Government of Jersey,HE0695/HE1470/HE1471/HE1472/HE1473/HE1474/HE1475/HE1476,
04761f60-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"70-72, Rouge Bouillon",,GEOMETRYCOLLECTION (POINT (-2.106855 49.192762)),Postal Address,,,St. Helier,,,,70-72,0401403,,,,Government of Jersey,HE1403/HE1404,
04660b80-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"42, David Place",,GEOMETRYCOLLECTION (POINT (-2.103357 49.189589)),Postal Address,,,St. Helier,,,,42,0400930,,,,Government of Jersey,HE0930,
0620d550-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Verclut Farm, La Rue du Flicquet",,GEOMETRYCOLLECTION (POINT (-2.07339 49.224991)),Postal Address,,,St. Martin,,,,Verclut Farm,0700141,,,,Government of Jersey,MN0141,
04820710-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"La Pepiniere, Croydon Road",,GEOMETRYCOLLECTION (POINT (-2.099829 49.178444)),Postal Address,,,St. Helier,,,,La Pepiniere,0401883,,,,Government of Jersey,HE1883,
fc810530-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"Netherton Farm , Le Chemin du Moulin",,GEOMETRYCOLLECTION (POINT (-2.231968 49.231436)),Postal Address,,,St. Ouen,,,,Netherton Farm ,0900116,,,,Government of Jersey,OU0116,
0620c170-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Les Champs Farm, La Rue du Flicquet",,GEOMETRYCOLLECTION (POINT (-2.028841 49.225658)),Postal Address,,,St. Martin,,,,Les Champs Farm,0700139,,,,Government of Jersey,MN0139,
045bedb0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"20, Regent Road",,GEOMETRYCOLLECTION (POINT (-2.103577 49.181693)),Postal Address,Richmond Map,,St. Helier,,,,20,0400642,,,,Government of Jersey,HE0642,
468fd390-116c-0138-9149-740f24312a1c,Parish,,,,,,"La Sergine Mauresque, La Rue de la Mare Ballam",,GEOMETRYCOLLECTION (POINT (-2.137683 49.245499)),Postal Address,Richmond Map,,St. John,,,,La Sergine Mauresque,0500180,,,,,,
045ee3c0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"30-32, Seaton Place",,GEOMETRYCOLLECTION (POINT (-2.112543 49.186281)),Postal Address,,,St. Helier,,,,30-32,0400729,,,,Government of Jersey,HE0729,
296e49d0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Berkeley House , Beach Road",,GEOMETRYCOLLECTION (POINT (-2.096285 49.17879)),Postal Address,,,St. Saviour,,,,Berkeley House ,1100128,,,,Government of Jersey,SA0128,
b367da50-149f-0138-c579-740f24312a1c,Parish,Listed building,,,,,"Le Carrefour, La Rue es Picots",,GEOMETRYCOLLECTION (POINT (-2.08704 49.233304)),Postal Address,,,Trinity,,,,Le Carrefour,1200058,,,,Government of Jersey,TR0058,
045fcfe0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"9, West Park Avenue",,GEOMETRYCOLLECTION (POINT (-2.11254 49.189594)),Postal Address,,,St. Helier,,,,9,0400757,,,,Government of Jersey,HE0757,
468e99b0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"Les Fontaines, La Rue de L'Étocquet",,GEOMETRYCOLLECTION (POINT (-2.148475 49.255686)),Postal Address,Richmond Map,,St. John,,,,Les Fontaines,0500149,,,,Government of Jersey,JN0149,
0472c5f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"21, Pier Road",,GEOMETRYCOLLECTION (POINT (-2.106983 49.182117)),Postal Address,,,St. Helier,,,,21,0401308,,,,Government of Jersey,HE1308,
061ef7a0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Le Pont, La Rue des Cabarettes",,GEOMETRYCOLLECTION (POINT (-2.06003 49.216696)),Postal Address,Richmond Map,,St. Martin,,,,Le Pont,0700094,,,,Government of Jersey,MN0094,
0445bc00-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Beresford Market , Beresford Street",,GEOMETRYCOLLECTION (POINT (-2.10333 49.18554)),Postal Address,,,St. Helier,,,,Beresford Market ,0400045,,,,Government of Jersey,HE0045/HE1828/HE0551,
0458b210-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"23-25, Clarendon Road",,GEOMETRYCOLLECTION (POINT (-2.104516 49.192462)),Postal Address,,,St. Helier,,,,23-25,0400553,,,,Government of Jersey,HE0553/HE0566,
8b6b6980-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"La Vallonerie, La Rue de la Blinerie",,GEOMETRYCOLLECTION (POINT (-2.077779 49.176671)),Postal Address,,,St. Clement,,,,La Vallonerie,0200048,,,,Government of Jersey,CL0048,
505e5970-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"St Magloire, La Rue du Crocquet",,GEOMETRYCOLLECTION (POINT (-2.170089 49.188911)),Postal Address,Richmond Map,,St. Brelade,,,,St Magloire,0100312,,,,Government of Jersey,BR0312,
296b8c30-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"St. Michael's School , La Rue de la Houguette",,GEOMETRYCOLLECTION (POINT (-2.073364 49.199747)),Postal Address,,,St. Saviour,,,,St. Michael's School ,1100052,,,,Government of Jersey,SA0052,
fc8397e0-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"La Petite Ferme, La Route des Landes",,GEOMETRYCOLLECTION (POINT (-2.236559 49.24847)),Postal Address,,,St. Ouen,,,,La Petite Ferme,0900212,,,,Government of Jersey,OU0212/OU213,
046614f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"52, David Place",,GEOMETRYCOLLECTION (POINT (-2.103534 49.18988)),Postal Address,,,St. Helier,,,,52,0400931,,,,Government of Jersey,HE0931,
0bd94a30-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Milestone 'St. L 2', Le Mont Félard",,GEOMETRYCOLLECTION (POINT (-2.138179 49.19897)),Postal Address,,,St. Lawrence,,,,Milestone 'St. L 2',0600081,,,,Government of Jersey,LA0081,
fc898400-149c-0138-c576-740f24312a1c,Parish,,,,,,La Fontaine Martin,,GEOMETRYCOLLECTION (POINT (-2.237223 49.255437)),,,,St. Ouen,,,,La Fontaine Martin,0900231,,,,,,
04696c80-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"118, Great Union Road",,GEOMETRYCOLLECTION (POINT (-2.109202 49.190952)),Postal Address,,,St. Helier,,,,118,0401024,,,,Government of Jersey,HE1024,
50512330-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Brook Farm, Le Mont Nicolle",,GEOMETRYCOLLECTION (POINT (-2.185784 49.189659)),Postal Address,Richmond Map,,St. Brelade,,,,Brook Farm,0100001,,,,Government of Jersey,BR0001,
f1572d20-1168-0138-9140-740f24312a1c,Parish,,,,,,"Green Parsley , La Rue des Buttes",,GEOMETRYCOLLECTION (POINT (-2.164494 49.23634)),Postal Address,Richmond Map,,St. Mary ,,,,Green Parsley ,0800067,,,,,,
50602270-116c-0138-914f-740f24312a1c,Parish,Listed place,,,,,"Corbiere Lithic Scatter, Field B427",,GEOMETRYCOLLECTION (POINT (-2.236405 49.181784)),Field Number,,,St. Brelade,,,,Corbiere Lithic Scatter,0100362,,,,Government of Jersey,BR0362,
045a44c0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"27, Commercial Buildings",,GEOMETRYCOLLECTION (POINT (-2.108313 49.181221)),Postal Address,,,St. Helier,,,,27,0400595,,,,Government of Jersey,HE0595,
0bd20e90-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Salem House, La Rue de Bas",,GEOMETRYCOLLECTION (POINT (-2.140665 49.212607)),Postal Address,,,St. Lawrence,,,,Salem House,0600032,,,,Government of Jersey,LA0032,
0bd204a0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Le Coin, La Route de St Jean",,GEOMETRYCOLLECTION (POINT (-2.123996 49.216806)),Postal Address,Richmond Map,,St. Lawrence,,,,Le Coin,0600030,,,,Government of Jersey,LA0030,
2ef4c4f0-1168-0138-9137-740f24312a1c,Parish,Listed place,,,,,"Site of Megalith, La Rue du Panigot (Field P689) ",,GEOMETRYCOLLECTION (POINT (-2.161972 49.214682)),Field Number,Megalithic,,St. Peter,,,,Site of Megalith,1000259,,,,Government of Jersey,PE0259,
0bd48ac0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Cossipore, La Rue de Haut",,GEOMETRYCOLLECTION (POINT (-2.14452 49.201395)),Postal Address,,,St. Lawrence,,,,Cossipore,0600096,,,,Government of Jersey,LA0096,
045526f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Swiss Cottage, Savile Street",,GEOMETRYCOLLECTION (POINT (-2.109687 49.188821)),Postal Address,,,St. Helier,,,,Swiss Cottage,0400456,,,,Government of Jersey,HE0456,
296f1de0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"1 Belgreve Terrace, Dicq Road",,GEOMETRYCOLLECTION (POINT (-2.095593 49.178433)),Postal Address,,,St. Saviour,,,,1 Belgreve Terrace,1100153,,,,Government of Jersey,SA0153,
fc7d5a70-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"La Botellerie Farm & Cottage, La Rue de la Mare des Cauchez",,GEOMETRYCOLLECTION (POINT (-2.1931 49.229536)),Postal Address,Richmond Map,,St. Ouen,,,,La Botellerie Farm & Cottage,0900011,,,,Government of Jersey,OU0011,
29741fd0-1168-0138-9134-740f24312a1c,Parish,,,,,,"Site of Copps Brick Works - Maufant, La Route de Maufant",,GEOMETRYCOLLECTION (POINT (-2.06512 49.209421)),Postal Address,,,St. Saviour,,,,Site of Copps Brick Works - Maufant,1100195,,,,,,
047eff30-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"102, St Saviour's Road",,GEOMETRYCOLLECTION (POINT (-2.097327 49.188795)),Postal Address,,,St. Helier,,,,102,0401689,,,,Government of Jersey,HE1689,
0474cec0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"76, Roseville Street",,GEOMETRYCOLLECTION (POINT (-2.100896 49.177882)),Postal Address,,,St. Helier,,,,76,0401368,,,,Government of Jersey,HE1368,
045df540-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"80, St Saviour's Road",,GEOMETRYCOLLECTION (POINT (-2.097589 49.186826)),Postal Address,,,St. Helier,,,,80,0400700,,,,Government of Jersey,HE0700,
0446dc00-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"61, Le Vier Mont",,GEOMETRYCOLLECTION (POINT (-2.099802 49.195219)),Postal Address,,,St. Helier,,,,61,0400074,,,,Government of Jersey,HE0074,
505c8450-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Resistance Nest La Pulente, La Route de la Pulente",,GEOMETRYCOLLECTION (POINT (-2.230478 49.188036)),Postal Address,German Occupation,,St. Brelade,,,,Resistance Nest La Pulente,0100264,,,,Government of Jersey,BR0264,
0625ab30-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"St Martin Methodist Church, La Rue Belin",,GEOMETRYCOLLECTION (POINT (-2.04742 49.220632)),Postal Address,Place of Worship,,St. Martin,,,,St Martin Methodist Church,0700078,,,,Government of Jersey,MY0078,
296f8b30-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"5 Plaisance Terrace, La Route du Fort",,GEOMETRYCOLLECTION (POINT (-2.097356 49.179058)),Postal Address,,,St. Saviour,,,,5 Plaisance Terrace,1100168,,,,Government of Jersey,SA0168,
b36d41c0-149f-0138-c579-740f24312a1c,Parish,Listed building,,,,,"Guide Post, La Rue de la Croix (junction with Rue de la Petite Falaise) ",,GEOMETRYCOLLECTION (POINT (-2.093531 49.236745)),Postal Address,,,Trinity,,,,Guide Post,1200227,,,,Government of Jersey,TR0227,
fc89db10-149c-0138-c576-740f24312a1c,Parish,,,,,,"La Fontaine D'Auvergne, La Rue de la Fontaine",,GEOMETRYCOLLECTION (POINT (-2.217297 49.234042)),Postal Address,,,St. Ouen,,,,La Fontaine D'Auvergne,0900266,,,,,,
2ef63390-1168-0138-9137-740f24312a1c,Parish,,,,,,"Site of Leper House, Field P742",,GEOMETRYCOLLECTION (POINT (-2.170739 49.209789)),Field Number,Place of Worship,,St. Peter,,,,Site of Leper House,1000173,,,,,,
045bc390-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"The New Park, Peirson Road",,GEOMETRYCOLLECTION (POINT (-2.113506 49.189035)),Postal Address,,,St. Helier,,,,The New Park,0400638,,,,Government of Jersey,HE0638,
2ef429a0-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"La Caumine a Marie Best, La Grande Route des Mielles",,GEOMETRYCOLLECTION (POINT (-2.225018 49.212571)),Postal Address,"Richmond Map,Coastal Fortification",,St. Peter,,,,La Caumine a Marie Best,1000165,,,,Government of Jersey,PE0165,
045eb9a0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"5, Vauxhall Street",,GEOMETRYCOLLECTION (POINT (-2.104699 49.187953)),Postal Address,,,St. Helier,,,,5,0400724,,,,Government of Jersey,HE0724,
84d5bad0-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Gorey Village Station, La Rue à Don",,GEOMETRYCOLLECTION (POINT (-2.030671 49.196568)),Postal Address,Railway,,Grouville,,,,Gorey Village Station,0300042,,,,Government of Jersey,GR0042/GR0252,
296d15c0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Walnut Farm, La Rue de la Vignette",,GEOMETRYCOLLECTION (POINT (-2.066799 49.21895)),Postal Address,,,St. Saviour,,,,Walnut Farm,1100089,,,,Government of Jersey,SA0089,
8b6f17b0-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"Post Box No.111, La Grande Route de St. Clement",,GEOMETRYCOLLECTION (POINT (-2.063842 49.171903)),Postal Address,,,St. Clement,,,,Post Box No.111,0200141,,,,Government of Jersey,CL0141,
048591e0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1812', Parcq de Cadoret",,GEOMETRYCOLLECTION (POINT (-2.118038 49.214651)),Postal Address,,,St. Helier,,,,Datestone '1812',0400438,,,,,,
2969ee00-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Swissville, Beach Road",,GEOMETRYCOLLECTION (POINT (-2.096791 49.17833)),Postal Address,,,St. Saviour,,,,Swissville,1100005,,,,Government of Jersey,SA0005,
469247d0-116c-0138-9149-740f24312a1c,Parish,,,,,,"Lithic Scatter, Field J206",,GEOMETRYCOLLECTION (POINT (-2.143294 49.25434)),Field Number,,,St. John,,,,Lithic Scatter,0500249,,,,,,
fc8a81a0-149c-0138-c576-740f24312a1c,Parish,,,,,,"Fairfield, La Route de Vinchelez",,GEOMETRYCOLLECTION (POINT (-2.209135 49.242653)),Postal Address,Richmond Map,,St. Ouen,,,,Fairfield,0900302,,,,,,
fc88f8a0-149c-0138-c576-740f24312a1c,Parish,,,,,,"Les Houguettes, Field O321",,GEOMETRYCOLLECTION (POINT (-2.205279 49.245873)),Field Number,,,St. Ouen,,,,Les Houguettes,0900125,,,,Government of Jersey,OU0239,
5056cf80-116c-0138-914f-740f24312a1c,Parish,,,,,,"Possible site of Priory of St Michel du Mont Gargane, La Route de Noirmont",,GEOMETRYCOLLECTION (POINT (-2.173492 49.172998)),Postal Address,,,St. Brelade,,,,Possible site of Priory of St Michel du Mont Gargane,0100126,,,,,,
fc846dc0-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,Conservation Statement,"Kempt Tower, La Grande Route des Mielles",Conservation Statement,GEOMETRYCOLLECTION (POINT (-2.227501 49.221188)),Postal Address,"Coastal Fortification,German Occupation",,St. Ouen,"Conservation Statement by Roger Hills of Jersey Heritage, Jersey (2011). ",,,Kempt Tower,0900085,,,,Government of Jersey,OU0085,
55f4d10e-863a-11eb-8701-0275d4869ef4,Parish,,,,,Archaeological Excavation,Dumaresq Street,Archaeological Excavation,GEOMETRYCOLLECTION (POINT (-2.107689000000001 49.186023)),Postal Address,,,St. Helier,"This site was excavated as part of archaeological fieldwork in the town of St Helier, led by Margaret Finlaison in the 1970s-1990s. The investigations were written up in a report by Charlotte Hotton in 1996.  One trench was excavated in 1974 in Dumaresq Street on the site of the old Pallot glass company. There was a large spread of cobbles sloping towards Dumaresq Street. The conditions were wet at the lower end and at a depth of 1.5m below the road. This is likely to be the site of a Medieval water mill belonging to the abbey known to be close to the site called La Moulin de L'Hermitage. The environment was sand over peat. Some 15th century pottery sherds were found near the stream that runs along the back of the Pallot glass site. ",1974,,Dumaresq Street,0401154,1974,,,,,
8b6cc8d0-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"Inglewood, La Grande Route de St. Clement",,GEOMETRYCOLLECTION (POINT (-2.071936 49.171673)),Postal Address,,,St. Clement,,,,Inglewood,0200082,,,,Government of Jersey,CL0082,
04854260-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Theatre Royal, Don Road",,GEOMETRYCOLLECTION (POINT (-2.099435 49.182681)),Postal Address,Place of Worship,,St. Helier,,,,Site of Theatre Royal,0401694,,,,,,
0bda0240-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Milestone 'St. L 3', La Grande Route de St Laurent",,GEOMETRYCOLLECTION (POINT (-2.141753 49.211356)),Postal Address,,,St. Lawrence,,,,Milestone 'St. L 3',0600193,,,,Government of Jersey,LA0193,
296d5a60-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Government House, St Saviour's Hill",,GEOMETRYCOLLECTION (POINT (-2.094323 49.194818)),Postal Address,,,St. Saviour,,,,Government House,1100095,,,,Government of Jersey,SA0095,
4690f850-116c-0138-9149-740f24312a1c,Parish,,,,,,"Ivy Well , La Rue Militaire",,GEOMETRYCOLLECTION (POINT (-2.119284 49.239269)),Postal Address,Richmond Map,,St. John,,,,Ivy Well ,0500220,,,,,,
505aee60-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Cranford, La Route de la Haule",,GEOMETRYCOLLECTION (POINT (-2.161676 49.195351)),Postal Address,,,St. Brelade,,,,Cranford,0100222,,,,Government of Jersey,BR0222,
296e3fd0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Talana, Beach Road",,GEOMETRYCOLLECTION (POINT (-2.096647 49.178638)),Postal Address,,,St. Saviour,,,,Talana,1100127,,,,Government of Jersey,SA0127,
04875de0-149c-0138-c573-740f24312a1c,Parish,,,,,,"Artefact Scatter, Field H1243",,GEOMETRYCOLLECTION (POINT (-2.116547 49.198607)),Field Number,,,St. Helier,,,,Artefact Scatter,0400771,,,,,,
046710b0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"2 Lempriere Street & 34 Devonshire Place, Devonshire Place",,GEOMETRYCOLLECTION (POINT (-2.108153 49.187106)),Postal Address,,,St. Helier,,,,2 Lempriere Street & 34 Devonshire Place,0400956,,,,Government of Jersey,HE0956/HE1157,
2ef4afb0-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"St Matthew's Church, La Rue de la Ville au Bas",,GEOMETRYCOLLECTION (POINT (-2.158136 49.224974)),Postal Address,Place of Worship,,St. Peter,,,,St Matthew's Church,1000249,,,,Government of Jersey,PE0249,
4688c6a0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"La Maison de St. Jean, La Route de St. Jean",,GEOMETRYCOLLECTION (POINT (-2.148685 49.24604)),Postal Address,Richmond Map,,St. John,,,,La Maison de St. Jean,0500013,,,,Government of Jersey,JN0013,
29763610-1168-0138-9134-740f24312a1c,Parish,Area of Archaeological Potential,,,,,"Site of Tumulus, Field S562/S606",,GEOMETRYCOLLECTION (POINT (-2.069858 49.195283)),Field Number,,,St. Saviour,,,,Site of Tumulus,1100323,,,,Government of Jersey,SA0323,
2eeb74c0-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"White Lodge, Les Grupieaux",,GEOMETRYCOLLECTION (POINT (-2.156873 49.203924)),Postal Address,,,St. Peter,,,,White Lodge,1000029,,,,Government of Jersey,PE0029,
0466e8f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"6, Devonshire Lane",,GEOMETRYCOLLECTION (POINT (-2.107875 49.187594)),Postal Address,,,St. Helier,,,,6,0400952,,,,Government of Jersey,HE0952,
061db2c0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Beau Pre, La Rue des Potirons",,GEOMETRYCOLLECTION (POINT (-2.057116 49.211951)),Postal Address,Richmond Map,,St. Martin,,,,Beau Pre,0700059,,,,Government of Jersey,MN0059,
fc805080-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"Maison de la Ville Bagot, L'Amont de la Ville Bagot",,GEOMETRYCOLLECTION (POINT (-2.207112 49.24346)),Postal Address,Richmond Map,,St. Ouen,,,,Maison de la Ville Bagot,0900099,,,,Government of Jersey,OU0099,
29724510-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Westbourne Terrace, Wellington Road",,GEOMETRYCOLLECTION (POINT (-2.095843 49.190613)),Postal Address,,,St. Saviour,,,,Westbourne Terrace,1100275,,,,Government of Jersey,SA0275/SA0277/SA0278,
046cd510-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"26, Hill Street",,GEOMETRYCOLLECTION (POINT (-2.104469 49.183515)),Postal Address,,,St. Helier,,,,26,0401126,,,,Government of Jersey,HE1126,
0bd69ee0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Blampied Farm, La Rue Ville ès Gazeaux",,GEOMETRYCOLLECTION (POINT (-2.134974 49.231998)),Postal Address,Richmond Map,,St. Lawrence,,,,Blampied Farm,0600164,,,,Government of Jersey,LA0164,
296a15f0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Baxby, Beach Road",,GEOMETRYCOLLECTION (POINT (-2.096312 49.178199)),Postal Address,,,St. Saviour,,,,Baxby,1100008,,,,Government of Jersey,SA0008,
b36c1b20-149f-0138-c579-740f24312a1c,Parish,Listed place,,,,Archaeological Excavation,"La Hougue des Platons, La Rue d'Egypte",Archaeological Excavation,GEOMETRYCOLLECTION (POINT (-2.099929 49.247866)),Postal Address,Megalithic,,Trinity,Exploration and excavation of La Hougue des Platons undertaken by Société Jersiaise. The site was excavated again in 1936.,,,La Hougue des Platons,1200145,,,,Government of Jersey,TR0145,
fc8631e0-149c-0138-c576-740f24312a1c,Parish,Area of Archaeological Potential,,,,,"La Hougue Mound, Field O307",,GEOMETRYCOLLECTION (POINT (-2.207198 49.245759)),Field Number,,,St. Ouen,,,,La Hougue Mound,0900221,,,,Government of Jersey,OU0221,
f15834d0-1168-0138-9140-740f24312a1c,Parish,,,,,,"Fern Valley, La Rue de Maupertuis",,GEOMETRYCOLLECTION (POINT (-2.161421 49.245972)),Postal Address,Richmond Map,,St. Mary ,,,,Fern Valley,0800091,,,,,,
2975cf10-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Victorian Stink Pipe, La Rue de Patier",,GEOMETRYCOLLECTION (POINT (-2.083033 49.194828)),Postal Address,,,St. Saviour,,,,Victorian Stink Pipe,1100292,,,,Government of Jersey,SA0292,
04618210-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"14-15, Bond Street",,GEOMETRYCOLLECTION (POINT (-2.107391 49.183856)),Postal Address,Richmond Map,,St. Helier,,,,14-15,0400808,,,,Government of Jersey,HE0808,
29721360-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Sion Villa, La Rue St Thomas",,GEOMETRYCOLLECTION (POINT (-2.07541 49.187123)),Postal Address,,,St. Saviour,,,,Sion Villa,1100263,,,,Government of Jersey,SA0263,
0bd81ce0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Bel Au Vent, La Rue du Bel au Vent",,GEOMETRYCOLLECTION (POINT (-2.123381 49.228319)),Postal Address,,,St. Lawrence,,,,Bel Au Vent,0600229,,,,Government of Jersey,LA0229,
0bd29860-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"La Fontaine Farm, La Rue de la Fontaine St Martin",,GEOMETRYCOLLECTION (POINT (-2.148392 49.219764)),Postal Address,Richmond Map,,St. Lawrence,,,,La Fontaine Farm,0600050,,,,Government of Jersey,LA0050,
0488c9a0-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Evaluation,"Former Sea Wall, Esplanade",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.111876 49.184267)),Postal Address,,,St. Helier,Museum of London Archaeology were commissioned by The States of Jersey Development Company Ltd to undertake a watching brief focusing on work where the sea wall may be impacted by the new development.,,,Former Sea Wall,0400996.1,,,,,,
04658f80-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Cosy Nest, Common Lane",,GEOMETRYCOLLECTION (POINT (-2.101148 49.18824)),Postal Address,,,St. Helier,,,,Cosy Nest,0400916,,,,Government of Jersey,HE0916,
0bd27bf0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"L'Etage, Sandybrook Lane",,GEOMETRYCOLLECTION (POINT (-2.155161 49.202623)),Postal Address,Richmond Map,,St. Lawrence,,,,L'Etage,0600048,,,,Government of Jersey,LA0048,
8b6c1b80-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"Lynwood Cottage, La Grande Route de la Côte",,GEOMETRYCOLLECTION (POINT (-2.049134 49.169751)),Postal Address,,,St. Clement,,,,Lynwood Cottage,0200064,,,,Government of Jersey,CL0064,
0bd13df0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Le Sanctuaire Aux Cinq Toux, La Grande Route de St Laurent",,GEOMETRYCOLLECTION (POINT (-2.14101 49.214367)),Postal Address,Richmond Map,,St. Lawrence,,,,Le Sanctuaire Aux Cinq Toux,0600011,,,,Government of Jersey,LA0011,
8b6cedc0-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"Slate House, La Grande Route de St. Clement",,GEOMETRYCOLLECTION (POINT (-2.054628 49.173966)),Postal Address,Richmond Map,,St. Clement,,,,Slate House,0200086,,,,Government of Jersey,CL0086,
468c74d0-116c-0138-9149-740f24312a1c,Parish,Listed building,,Weathered due to remote location.,,,"Resistance Nest Sorel A, La Route du Nord",,GEOMETRYCOLLECTION (POINT (-2.149291 49.259013)),Postal Address,German Occupation,,St. John,,,,Resistance Nest Sorel A,0500097,,,,Government of Jersey,JN0097,
b36a5460-149f-0138-c579-740f24312a1c,Parish,Listed building,,,,,"Meadow Farm, La Vielle Charrière",,GEOMETRYCOLLECTION (POINT (-2.087145 49.240278)),Postal Address,Richmond Map,,Trinity,,,,Meadow Farm,1200202,,,,Government of Jersey,TR0202,
84dd0a50-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Milestone '3', La Route de la Hougue Bie",,GEOMETRYCOLLECTION (POINT (-2.057292 49.200747)),Postal Address,,,Grouville,,,,Milestone '3',0300126,,,,Government of Jersey,GR0126,
